,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
3321,1985-02-19,Iberia Airlines,Madrid - Bilbao,Boeing B-727-256,141,7,141,7,0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings."
3322,1985-02-22,Air Mali,Tombouctou - Bamako,Antonov AN-24V,49,2,48,2,0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.
3323,1985-02-25,Military - U.S. Air Force,Eielson-Valdez-Eielson,Boeing RC-135T,0,3,0,3,0,Struck a mountain in poor weather during a third practice approach.
3324,1985-03-12,Military - U.S. Air Force,Training,Lockheed C-130E Hercules,0,6,0,6,0,Stalled during a training exercise and crashed.
3325,1985-03-28,SATENA,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,40,6,40,6,0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.
3326,1985-04-11,YPF,Buenos Aires - Salta,HS-125-700B,5,2,5,2,0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.
3327,1985-04-15,Thai Airways,Bangkok - Phuket,Boeing B-737-200,4,7,4,7,0,The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.
3328,1985-04-16,American Airlines,"Dallas, TX - San Diego, CA",Boeing B-727-227,81,8,0,0,0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.
3329,1985-04-20,Carga Aereo Transportada,Sin dato,Convair CV-440,1,3,1,3,0,The cargo plane lost an engine on talkeoff nosed down and crashed.
3330,1985-04-20,Aeronica,Positioning,Fokker F-27 Friendship 100,0,5,0,2,0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.
3331,1985-05-03,Aeroflot / Soviet Air Force,Tallin - L'vov,Tupolev TU-134A / Antonov An-26,73,3,73,3,0,Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.
3332,1985-05-06,Military - U.S. Marine Corps,"Iwakuni - Fulemma, Okinawa",CH-53D,15,2,15,2,0,The helicopter crashed into the East China Sea.
3333,1985-05-28,Avensa,Cabimas - Caracas,Convair CV-580,8,5,0,2,0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made."
3334,1985-05-31,General Aviation Inc.,Nashville - Indianapolis,Grumman G-159 Gulfstream I,0,2,0,2,0,The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.
3335,1985-06-14,Trans World Airlines,Athens - Rome,Boeing B-727-231,145,8,1,0,0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.
3336,1985-06-23,TABA,Juara - Cuiaba,Embraer 110P Bandeirante,15,2,15,2,0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.
3337,1985-06-23,Air India,Montreal - London,Boeing B-747-237B,307,22,307,22,0,"The aircraft broke up in flight and crashed into the ocean. Detonation of an explosive device in the forward cargo hold. Terrorist working in Vancouver, Canada, checked baggage with bombs onto two flights. One bag transferred at Toronto onto flight 182. The other would have been transferred at Tokyo onto another Air India flight, but exploded at the airport killing 2 baggage handlers. The aircraft was named "" Emperor Kanishka."""
3338,1985-07-10,Aeroflot,Karshi - Leningrad,Tupolev TU-154B-2,191,9,191,9,0,"The crew climbed to the cruising altitude of FL380  at an airspeed of which is close to stall speed. During cruise flight vibrations started because of the low airspeed but were assumed by the crew to be  caused by engine surges. They reduced power to idle, causing the airspeed to drop. Trying to maintain altitude, the airplane eventually stalled, went into a flat spin and crashed."
3339,1985-07-24,Fuerza Aérea Colombiana,Leticia - Bogota,Douglas DC-6B,76,4,76,4,0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was ""We're falling."""
3340,1985-08-02,Delta Air Lines,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,152,11,126,8,1,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear."
3341,1985-08-12,Japan Air Lines,Tokyo - Osaka,Boeing B-747-SR46,509,15,505,15,0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song ""Sukiyaki"" was killed in the accident."
3342,1985-08-12,Merpati Nusantara Airlines,Sin dato,de Havilland Canada DHC-6 Twin Otter 300,16,3,8,0,0,Unknown circumstances.
3343,1985-08-15,Alyemda Airlines,Aden - Abu Dahbi,Boeing 707-336C,65,8,1,2,0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out."
3344,1985-08-22,British Airtours,Manchester - Kerkira,Boeing B-737-236,131,6,53,2,0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxic smoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft so it stopped with fire upwind of the fuselage, all helped to feed the flames. The front starboard side door was farthest from flames but jammed when there was a partial premature chute deployment, and  the crew spent time trying to unjam it, while toxic smoke accumulated in the cabin, before starting evacuations through port side door. The aircraft was named ""River Orrin."""
3345,1985-08-25,Bar Harbor Airlines,"Boston, MA - Auburn, ME",Beechcraft 99,6,2,6,2,0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow."
3346,1985-08-27,Military - U.S. Air Force,Training,Boeing KC-135A,0,7,0,7,0,Crashed while trying to land with 3 engines.
3347,1985-09-04,Ariana Afghan Airlines,Kandahar - Farah,Antonov AN-26,47,5,47,5,0,Shot down by rebels with a ground-to-air missile while flying at FL130.
3348,1985-09-06,Midwest Express,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,27,4,27,4,0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophic failure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.
3349,1985-09-22,Military - Soviet Air Force,Sin dato,Antonov AN-12,22,4,22,4,0,Shot down by Afghan rebels.
3350,1985-09-25,MAP,Dnepropetrovsk - Moscow,Antonov An-12,4,5,4,5,0,The plane crashed en route after a fire in the No. 1 engine which led to the seperation of the outer wing.
3351,1985-09-29,Air Carriers Express Services Inc,Parachuting,Cessna 208 Caravan I,16,1,16,1,0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.
3352,1985-10-09,Nordeste Linhas Aéreas,Vitória da Conquista - Salvador,Embraer 110C Bandeirante,0,2,0,2,0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.
3353,1985-10-10,Pel Air,Sidney - Brisbane,IAI 1124 Westwind,0,2,0,2,0,"After attaining 5,000 ft. the cargo plane lost control crashed into Botany Bay after taking off from Sydney."
3354,1985-10-11,Aeroflot,Kutaisi - Poti,Yakovlev YAK-40,10,4,10,4,0,Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.
3355,1985-10-11,Sabeni,Beni - La Paz,Curtiss C-46D,0,2,0,2,0,The cargo plane crashed into mountains while en route.
3356,1985-10-11,Mountain Air Cargo,State College - Pittsburgh,de Havilland Canada DHC-6 Twin Otter 200,0,1,0,1,0,The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.
3357,1985-10-12,Burma Airways,Sin dato,Fokker F-27 Friendship 600,2,2,2,2,0,The cargo plane overfew the runway and crashed one mile beyond the end.
3358,1985-11-15,Military - U.S. Air Force,Test flight,Convair CV-340,0,4,0,4,0,Crashed during a test flight. The elevators locked soon after takeoff.
3359,1985-11-21,Military - Indonesian Air Force,Sin dato,Lockheed C-130H Hercules,0,11,0,11,0,Crashed into Mt. Sibayak.
3360,1985-11-24,EgyptAir,Athens - Cairo,Boeing B-737-266,97,6,0,0,0,"Hijacking. While on the ground at Malta to refuel the aircraft was stormed by Egyptian forces. During the fight, several hand grenades were thrown into the cabin causing a fire."
3361,1985-11-25,Military - Angolan Air Force,Cuito - Menongue,Antonov AN-26,0,0,0,0,0,Shot down by South African anti-aircraft fire.
3362,1985-12-12,Arrow Airways,"Gander - Fort Campbell, KY",McDonnell Douglas DC-8 Super 63PF,248,8,248,8,0,"The aircraft stalled and crashed during takeoff. Two-hundred-forty-four members of the 101st Airborne Division from Fort Campbell, Kentucky  were killed in the accident. There is controversy surrounding this crash. The majority opinion of the board was that the cause of the sequence leading up to the stall and crash could not be determined, with icing a possibility. The minority opinion was that the crash was possibly caused by detonation of an explosive device of unknown origin in a cargo compartment which led to an in-flight fire and loss of control of the aircraft."
3363,1985-12-30,Military - Royal Nepalese Air Force,Sin dato,Short SC7- Skyvan,22,3,22,3,0,Crashed into a forest.
3364,1985-12-31,Private,Guntersville - Dallas/Ft. Worth,Douglas DC-3,7,2,7,0,0,"The plane crash landed into a field and struck a pole then continued into trees after dense smoke filled the plane and cockpit. The fire most likely started in a defective cabin heater but was not determined for sure. Singer Rick Nelson, 45, fiancée Helen Blair, 27, soundman Clark Russell and the members of his back-up group The Stone Canyon Band, Andy Chapin, 20, Rick Intveld, 22, Bobby Neal, 38, and Patrick Woodward, 35 were killed. Both pilots survived after climbing out the cockpit windows. Nelson had purchased the DC-3 in May 1985 from Jerry Lee Lewis and the craft had been forced to make two emergency landings in the previous six months. Nelson and his band were en route to perform at the half-time festivities at the Cotton Bowl."
3365,1986-01-18,Aerovias de Guatemala SA,Guatemala City-Santa Elena,Sud-Aviation  Caravelle VI-N,88,6,88,6,0,"After initiating an overshoot and attempting to land for a second time, the plane crashed into a hilly area in the jungle. There were low lying clouds in the area."
3366,1986-01-21,Air Taxi,Sin dato,Bell 296B,2,1,2,1,0,"The purpose of the flight was to take a news crew to a location to cover a story. The news crew had attempted to hire another helicopter, but that operator refused due to forecast low visibility. This pilot, however, agreed to fly. Although he was certified for instrument flight in airplanes, the pilot was not qualified for instrument flight in helicopters, nor was the helicopter certified for instrument flight. The helicopter crashed & burned approximately 100' from the highway near a power line crossing. Impact occurred while the helicopter was in a shallow descent, heading away from the highway & parallel with the power line. Continued VFR flight into IMC. Overconfidence in personal ability."
3367,1986-01-28,VASP,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,67,5,1,0,0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.
3368,1986-01-29,Aerocalifornia,Villa Constitucion - Los Mochis,Douglas DC-3A-178,18,3,18,3,0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.
3369,1986-02-05,GLM Aviation,Kasonga-Kinshasa,Lockheed L-188AF Electra,10,4,2,0,0,The cargo plane crashed while attempting to make a forced landing.
3370,1986-02-16,China Airlines (Taiwan),Taipei - Makung,Boeing B-737-281,6,7,6,7,0,The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.
3371,1986-03-02,Aeroflot,Cheboksary - Bugulma,Antonov AN-24B,34,4,34,4,0,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather."
3372,1986-03-13,Simmons Airlines,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,7,2,2,1,0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons."
3373,1986-03-20,Merpati Nusantara Airlines,Manado - Naha,CASA 212 Aviocar 100,14,2,0,2,0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain."
3374,1986-03-24,Goose Bay Air Services,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,4,1,3,1,0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft."
3375,1986-03-25,Ministerstvo Obshchestvo Mashinostroyeniya,Sin dato,Antonov An-12AP,3,6,3,6,0,"The cargo plane descended below minima weather conditions, undershot the runway, overturned and caught fire."
3376,1986-03-27,Military - French Air Force,Sin dato,Sepecat Jaguar A,0,0,0,0,35,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.
3377,1986-03-30,Military - Mozambique Air Force,Pemba - Maputo,Antonov AN-26,51,3,46,3,0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.
3378,1986-03-31,Mexicana,Mexico City - Puerto Vallarta,Boeing B-727-264,159,8,159,8,0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydraulic and electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire."
3379,1986-04-02,Trans World Airlines,Rome - Athens,Boeing B-727,114,7,4,0,0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastic explosive was left under a seat by a woman carrying a Lebanese passport.
3380,1986-04-02,Military - U.S. Air Force,Sin dato,Lockheed HC-130P Hercules,0,11,0,11,0,Lost a wing in heavy turbulence at low altitude.
3381,1986-04-27,ACES Colombia,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,11,2,11,2,0,"Crashed into a 8,500 ft. mountain in poor weather."
3382,1986-05-01,Military - El Salvador Air Force,San Salvador - Panama City,Douglas DC-6,33,4,33,4,0,Crashed into a hill following an engine fire.
3383,1986-05-03,Military - Republic of China Air Force,Sin dato,Bell UH-1H / Bell UH-1H (helicopters),0,0,0,0,0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.
3384,1986-05-03,Air Lanka,London - Zurich - Dubai - Colombo - Male,Lockheed L-1011-100,128,22,22,0,0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
3385,1986-05-18,Military - French Naval Aviation,Sin dato,Dassault Breguet Atlantique,14,5,14,5,0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.
3386,1986-05-24,Military - Armée de l'Air Malgache,Antananarivo - Antsirabe,Douglas C-47,0,13,0,13,0,Flew into the side of a mountain in poor weather. Controlled flight into terrain.
3387,1986-06-10,EgyptAir,Cairo - Alexandia,Fokker F-27 Friendship 500,21,5,18,5,0,Crashed short of runway and collided with a building during a sandstorm.
3388,1986-06-12,Loganair,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,14,2,0,1,0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.
3389,1986-06-18,Grand Canyon Airlines / Helitech,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,22,3,22,3,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.
3390,1986-07-02,Aeroflot,Syktyvkar - 	Moscow,Tupolev TU-134A,86,6,52,2,0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.
3391,1986-07-10,Military - Zimbabwe Air Force,Chimoio - Harare,Douglas C-47A,13,4,13,4,0,Crashed during takeoff.
3392,1986-08-04,Leeward Islands Air Transport,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,11,2,11,2,0,Crashed into the sea in poor weather conditions.
3393,1986-08-14,Military - Honduran Air Force,Tegucigalpa - Duzuna,Lockheed C130D,53,6,53,6,0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.
3394,1986-08-16,Sudan Airways,Malakal - Khartoum,Fokker F-27 Friendship 400M,57,3,57,3,0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.
3395,1986-08-28,Southwest Airlift,Little Rock - Texarkana,Howard 250,0,2,0,2,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
3396,1986-08-31,Aeromexico / Private,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,58,9,58,9,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict."
3397,1986-09-05,Pan American World Airways,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,364,20,14,1,1,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew member. The aircraft was named ""Clipper Empress of the Seas."""
3398,1986-09-09,Military - U.S. Air Force,Sin dato,Lockheed C-130A Hercules,0,4,0,3,0,Overran the runway and crashed.
3399,1986-09-19,Atlantic Southeast Airlines,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,3,2,3,2,0,"On a delivery flight the aircraft struck a cloud covered mountain at 4,300 ft. Crew did not follow the prescribed course."
3400,1986-10-03,Eastindo,Mangole - Manado,Short SC-7 Skyvan Variant,10,3,10,3,0,"While approaching Manado-Sam Ratulangi Airport, the crew encountered marginal weather conditions and failed to realize their altitude was insufficient to clear the slope of Mt Takawirang, located few km from the airport. The aircraft struck to mountain and was destroyed upon impact."
3401,1986-10-04,Southern Air Transport,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,0,3,0,3,0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
3402,1986-10-14,Aeroflot,Ust-May - 	Allah-Yun,LET 410MT Turbojet,12,2,12,2,0,Crashed into river on takeoff.
3403,1986-10-15,Iran Air,Chiraz-Téhéran,Boeing 737-286,75,5,3,0,0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
3404,1986-10-19,Government of Mozambique,Lusaka - Maputo,Tupolev TU-134A,35,9,26,8,0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot."
3405,1986-10-20,Aeroflot,Yekaterinburg - Kuybyshev,Tupolev TU-134A,85,8,66,4,0,"The plane made a hard landing, crashed and burst into flames after a straight-in hard landing without leveling off."
3406,1986-10-22,Private - WNBC,Traffic reporting,Enstrom F-28F,1,1,1,1,0,"The helicopter was contracted by NBC to make daily highway traffic observations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffic reporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year."
3407,1986-10-23,Pakistan International Airlines,Lahore - Peshawar,Fokker F-27 Friendship 600,49,5,9,4,0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude."
3408,1986-10-30,Military - Nicaraguan Air Force,Sin dato,Mil Mi-17 (helicopter),20,3,19,2,0,"Either mechanical failure, weather or ground fire from Contra rebels brought the helicopter down."
3409,1986-11-02,Military - Iranian Air Force,Bakhtaran - Zahedan,Lockheed C-130,96,7,96,7,0,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.
3410,1986-11-06,British International Helicopters,Sin dato,Boeing-Vertol Chinook,45,2,43,2,0,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.
3411,1986-11-25,Military - Afghan Republican Air Force,Sin dato,Ilyushin IL-18,35,5,35,5,0,Shot down by Afghan rebels.
3412,1986-12-12,Aeroflot,Minsk - Berlin,Tupolev TU-134A,73,9,63,9,0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.
3413,1986-12-15,CAAC,Lanzhou - Chengdu,Antonov AN-24RV,37,7,6,0,0,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport."
3414,1986-12-25,Iraqi Airways,Baghdad - Amman,Boeing B-737-270C,91,15,60,3,0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire."
3415,1986-12-27,Sunflower Airlines,Savu Savu - Nadi,de Havilland DH-114 Heron 2B,12,2,9,2,0,The aircraft banked ninety degrees and crashed short of the runway. Loss of control due to mechanical failure. Use of a unsecured nonstandard flap attachment pin.
3416,1987-01-02,Military - Spanish Air Force.,Bata - Malabo,CASA 212-100,19,3,19,3,0,The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure.
3417,1987-01-03,Varig,Abidjan - Rio de Janeiro,Boeing B-707-379C,39,12,38,12,0,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.
3418,1987-01-13,Military - Ethiopian Air Force,Asrmara - Addis Ababa,Antonov AN-12,49,5,49,5,0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.
3419,1987-01-15,Skywest Airlines / Private.,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,8,2,8,2,0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection."
3420,1987-01-16,Aeroflot,Tashkent - Shahrizyabz,Yakovlev YAK-40,5,4,5,4,0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft."
3421,1987-02-06,Talair,Rabaul - Hoskins,Embraer 110P2 Bandeirante,15,2,12,2,0,Ditched into the sea in poor weather conditions.
3422,1987-02-09,Military - Afghan Republican Air Force,Khost - Kabul,Antonov AN-26,30,6,30,6,0,Shot down by a Stinger missile by Afghan guerillas.
3423,1987-03-04,Northwest Airlink,Cleveland - Detroit,CASA 212 Aviocar 200,20,2,7,2,0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetric power condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment."
3424,1987-03-06,Aeroflot,Biysk - Alma-Ata,Antonov An-26,4,5,4,5,0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.
3425,1987-03-13,Military - U.S. Air Force,Training,Boeing KC-135,0,6,0,6,1,Stalled and went into a spin during a low-level refueling practice. The stall was propagated by the wake of a B-52.
3426,1987-03-21,California Air National Guard,Sin dato,F-4C Phantom jet fighter,0,2,0,2,0,"Dean Paul ""Dino"" Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a ""maximum climb"" takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The ""maximum climb"" takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude."
3427,1987-03-30,Military - Afghan Republican Air Force,Kaboul-Khost,Antonov AN-26,36,4,36,4,0,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.
3428,1987-04-04,Garuda Indonesia Airlines,Banda Aceh - Medan,McDonnell Douglas DC-9-32,37,8,23,4,0,The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.
3429,1987-04-13,Burlington Air Express,Wichita - Kansas City,Boeing 707-351C,1,3,1,3,0,The cargo plane flew into the ground short of the runway despite warnings from the controller. Improper IFR procedure. Disregarded decision height. Disregarded warnings.
3430,1987-04-23,Air-Lift Commuter,Wilmington - Lumberton,Swearingen SA-26TC Metro II,0,2,0,2,0,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.
3431,1987-05-05,Sasco Air Lines,Malakal-Khartoum,Cessna 404 Titan II,12,2,12,2,0,Shot down by rebels shortly after taking off.
